,imName,x,y
20,BAILa2014a_000445,1461,469
21,BAILa2014a_000445,1669,374
22,BAILa2014a_000445,1774,500
23,BAILa2014a_000445,1829,580
24,BAILa2014a_000445,1597,646
25,BAILa2014a_000445,1975,315
26,BAILa2014a_000445,1858,335
27,BAILa2014a_000445,1934,323
28,BAILa2014a_000445,1897,341
29,BAILa2014a_000445,1778,387
30,BAILa2014a_000445,1492,401
31,BAILa2014a_000445,1591,280
32,BAILa2014a_000445,1375,475
33,BAILa2014a_000445,1638,308
34,BAILa2014a_000445,1815,261
35,BAILa2014a_000445,1864,280
36,BAILa2014a_000445,1048,173
37,BAILa2014a_000445,123,273
38,BAILa2014a_000445,217,300
39,BAILa2014a_000445,626,321
40,BAILa2014a_000445,476,226
41,BAILa2014a_000445,170,273
42,BAILa2014a_000445,497,267
43,BAILa2014a_000445,402,220
44,BAILa2014a_000445,254,273
45,BAILa2014a_000445,363,238
46,BAILa2014a_000445,546,278
47,BAILa2014a_000445,659,230
48,BAILa2014a_000445,785,310
49,BAILa2014a_000445,920,232
50,BAILa2014a_000445,1122,234
51,BAILa2014a_000445,1120,333
52,BAILa2014a_000445,1354,325
53,BAILa2014a_000445,1247,370
54,BAILa2014a_000445,1212,224
55,BAILa2014a_000445,1387,232
56,BAILa2014a_000445,774,234
57,BAILa2014a_000445,1365,280
58,BAILa2014a_000445,912,286
59,BAILa2014a_000445,739,232
60,BAILa2014a_000445,450,253
61,BAILa2014a_000445,604,234
62,BAILa2014a_000445,703,292
63,BAILa2014a_000445,548,236
64,BAILa2014a_000445,645,257
65,BAILa2014a_000445,859,238
66,BAILa2014a_000445,1430,348
67,BAILa2014a_000445,1780,310
68,BAILa2014a_000445,1687,251
69,BAILa2014a_000445,1912,417
70,BAILa2014a_000445,1727,300
71,BAILa2014a_000445,2019,345
72,BAILa2014a_000445,2041,485
73,BAILa2014a_000445,1247,280
74,BAILa2014a_000445,1202,284
75,BAILa2014a_000445,1091,713
76,BAILa2014a_000445,1192,421
77,BAILa2014a_000445,596,541
78,BAILa2014a_000445,740,537
79,BAILa2014a_000445,244,927
80,BAILa2014a_000445,367,874
81,BAILa2014a_000445,472,899
82,BAILa2014a_000445,373,958
83,BAILa2014a_000445,468,1028
84,BAILa2014a_000445,94,1071
85,BAILa2014a_000445,805,1240
86,BAILa2014a_000445,1295,1084
87,BAILa2014a_000445,1984,936
88,BAILa2014a_000445,1872,777
89,BAILa2014a_000445,2019,847
90,BAILa2014a_000445,1990,886
91,BAILa2014a_000445,1459,860
92,BAILa2014a_000445,1247,516
93,BAILa2014a_000445,1852,467
94,BAILa2014a_000445,1583,454
95,BAILa2014a_000445,1868,434
96,BAILa2014a_000445,754,438
97,BAILa2014a_000445,546,380
98,BAILa2014a_000445,322,436
99,BAILa2014a_000445,1291,378
100,BAILa2014a_000445,1554,366
101,BAILa2014a_000445,1589,374
102,BAILa2014a_000445,1632,376
103,BAILa2014a_000445,1986,366
104,BAILa2014a_000445,1848,660
105,BAILa2014a_000445,1675,679
106,BAILa2014a_000445,415,590
107,BAILa2014a_000445,369,635
108,BAILa2014a_000445,283,623
109,BAILa2014a_000445,14,304
110,BAILa2014a_000445,44,350
111,BAILa2014a_000445,63,407
112,BAILa2014a_000445,415,290
113,BAILa2014a_000445,388,347
114,BAILa2014a_000445,811,269
115,BAILa2014a_000445,1038,282
116,BAILa2014a_000445,962,313
117,BAILa2014a_000445,982,356
0,BAILa2014a_000447,1514,529
1,BAILa2014a_000447,667,517
2,BAILa2014a_000447,1122,364
3,BAILa2014a_000447,516,382
4,BAILa2014a_000447,301,630
5,BAILa2014a_000447,211,406
6,BAILa2014a_000447,23,577
7,BAILa2014a_000447,148,1279
8,BAILa2014a_000447,1645,646
9,BAILa2014a_000447,1267,714
10,BAILa2014a_000447,1778,471
11,BAILa2014a_000447,1661,348
12,BAILa2014a_000447,1548,223
13,BAILa2014a_000447,1249,276
14,BAILa2014a_000447,1041,175
15,BAILa2014a_000447,1226,221
16,BAILa2014a_000447,866,322
17,BAILa2014a_000447,909,435
18,BAILa2014a_000447,724,378
19,BAILa2014a_000447,639,288
20,BAILa2014a_000447,470,326
21,BAILa2014a_000447,363,302
22,BAILa2014a_000447,202,247
23,BAILa2014a_000447,371,223
24,BAILa2014a_000447,569,237
25,BAILa2014a_000447,386,197
26,BAILa2014a_000447,303,245
27,BAILa2014a_000447,221,276
28,BAILa2014a_000447,76,270
29,BAILa2014a_000447,233,251
30,BAILa2014a_000447,1053,239
0,BAILa2014a_000449,19,308
1,BAILa2014a_000449,55,298
2,BAILa2014a_000449,52,364
3,BAILa2014a_000449,21,393
4,BAILa2014a_000449,293,284
5,BAILa2014a_000449,266,277
6,BAILa2014a_000449,345,320
7,BAILa2014a_000449,242,414
8,BAILa2014a_000449,203,373
9,BAILa2014a_000449,434,291
10,BAILa2014a_000449,561,281
11,BAILa2014a_000449,580,323
12,BAILa2014a_000449,616,320
13,BAILa2014a_000449,505,366
14,BAILa2014a_000449,557,366
15,BAILa2014a_000449,678,267
16,BAILa2014a_000449,719,270
17,BAILa2014a_000449,845,268
18,BAILa2014a_000449,721,403
19,BAILa2014a_000449,623,528
20,BAILa2014a_000449,672,588
21,BAILa2014a_000449,332,846
22,BAILa2014a_000449,376,918
23,BAILa2014a_000449,450,757
24,BAILa2014a_000449,501,750
25,BAILa2014a_000449,536,740
26,BAILa2014a_000449,640,730
27,BAILa2014a_000449,612,767
28,BAILa2014a_000449,653,805
29,BAILa2014a_000449,627,876
30,BAILa2014a_000449,460,792
31,BAILa2014a_000449,523,786
32,BAILa2014a_000449,537,850
33,BAILa2014a_000449,551,928
34,BAILa2014a_000449,1068,1170
35,BAILa2014a_000449,1332,1050
36,BAILa2014a_000449,1326,830
37,BAILa2014a_000449,1749,806
38,BAILa2014a_000449,1745,912
39,BAILa2014a_000449,1822,981
40,BAILa2014a_000449,1871,1274
41,BAILa2014a_000449,1957,1274
42,BAILa2014a_000449,1680,658
43,BAILa2014a_000449,1785,592
44,BAILa2014a_000449,2030,396
45,BAILa2014a_000449,2034,541
46,BAILa2014a_000449,2007,452
47,BAILa2014a_000449,1826,466
48,BAILa2014a_000449,1879,399
49,BAILa2014a_000449,1974,364
50,BAILa2014a_000449,2007,353
51,BAILa2014a_000449,1677,366
52,BAILa2014a_000449,1737,379
53,BAILa2014a_000449,1841,394
54,BAILa2014a_000449,1514,518
55,BAILa2014a_000449,1237,456
56,BAILa2014a_000449,1319,333
57,BAILa2014a_000449,1247,373
58,BAILa2014a_000449,1317,366
59,BAILa2014a_000449,1349,400
60,BAILa2014a_000449,1395,376
61,BAILa2014a_000449,1558,353
62,BAILa2014a_000449,1620,287
63,BAILa2014a_000449,1681,291
64,BAILa2014a_000449,1550,272
65,BAILa2014a_000449,1501,277
66,BAILa2014a_000449,1430,298
67,BAILa2014a_000449,1149,313
68,BAILa2014a_000449,1032,261
69,BAILa2014a_000449,1005,272
70,BAILa2014a_000449,989,277
71,BAILa2014a_000449,972,293
72,BAILa2014a_000449,1013,317
73,BAILa2014a_000449,969,310
74,BAILa2014a_000449,973,334
75,BAILa2014a_000449,951,344
76,BAILa2014a_000449,957,356
77,BAILa2014a_000449,943,211
78,BAILa2014a_000449,949,217
79,BAILa2014a_000449,914,384
80,BAILa2014a_000449,870,364
81,BAILa2014a_000449,90,313
82,BAILa2014a_000449,118,278
83,BAILa2014a_000449,140,268
84,BAILa2014a_000449,166,270
85,BAILa2014a_000449,201,293
86,BAILa2014a_000449,226,262
87,BAILa2014a_000449,259,242
88,BAILa2014a_000449,250,313
89,BAILa2014a_000449,150,380
90,BAILa2014a_000449,85,589
91,BAILa2014a_000449,183,515
92,BAILa2014a_000449,252,546
93,BAILa2014a_000449,189,1113
94,BAILa2014a_000449,471,889
95,BAILa2014a_000449,326,270
96,BAILa2014a_000449,396,219
97,BAILa2014a_000449,349,261
98,BAILa2014a_000449,381,277
99,BAILa2014a_000449,441,237
100,BAILa2014a_000449,484,240
101,BAILa2014a_000449,501,219
102,BAILa2014a_000449,488,294
103,BAILa2014a_000449,386,327
104,BAILa2014a_000449,434,373
105,BAILa2014a_000449,554,231
106,BAILa2014a_000449,556,247
107,BAILa2014a_000449,583,260
108,BAILa2014a_000449,616,252
109,BAILa2014a_000449,620,275
110,BAILa2014a_000449,672,303
111,BAILa2014a_000449,643,291
112,BAILa2014a_000449,527,316
113,BAILa2014a_000449,778,225
114,BAILa2014a_000449,774,275
115,BAILa2014a_000449,735,330
116,BAILa2014a_000449,820,317
117,BAILa2014a_000449,807,359
118,BAILa2014a_000449,759,433
119,BAILa2014a_000449,857,528
120,BAILa2014a_000449,893,240
121,BAILa2014a_000449,926,275
122,BAILa2014a_000449,980,237
123,BAILa2014a_000449,1049,211
124,BAILa2014a_000449,1136,191
125,BAILa2014a_000449,1161,232
126,BAILa2014a_000449,1131,248
127,BAILa2014a_000449,1056,288
128,BAILa2014a_000449,1049,389
129,BAILa2014a_000449,989,425
130,BAILa2014a_000449,1164,545
131,BAILa2014a_000449,1157,688
132,BAILa2014a_000449,1221,212
133,BAILa2014a_000449,1211,262
134,BAILa2014a_000449,1217,343
135,BAILa2014a_000449,1248,328
136,BAILa2014a_000449,1195,217
137,BAILa2014a_000449,1347,255
138,BAILa2014a_000449,1405,281
139,BAILa2014a_000449,1479,283
140,BAILa2014a_000449,1451,305
141,BAILa2014a_000449,1352,297
142,BAILa2014a_000449,1461,366
143,BAILa2014a_000449,1463,605
144,BAILa2014a_000449,1508,1021
145,BAILa2014a_000449,1138,1208
146,BAILa2014a_000449,2039,1328
147,BAILa2014a_000449,1739,734
148,BAILa2014a_000449,1844,635
149,BAILa2014a_000449,1750,627
150,BAILa2014a_000449,1841,534
151,BAILa2014a_000449,1785,452
152,BAILa2014a_000449,1981,447
153,BAILa2014a_000449,1941,330
154,BAILa2014a_000449,1874,347
155,BAILa2014a_000449,1918,397
156,BAILa2014a_000449,1719,248
157,BAILa2014a_000449,1587,247
158,BAILa2014a_000449,1620,262
159,BAILa2014a_000449,1660,298
160,BAILa2014a_000449,1634,369
161,BAILa2014a_000449,1603,407
162,BAILa2014a_000449,1524,439
163,BAILa2014a_000449,1531,261
164,BAILa2014a_000449,1872,307
165,BAILa2014a_000449,1908,295
166,BAILa2014a_000449,1988,318
167,BAILa2014a_000449,1435,229
168,BAILa2014a_000449,1402,228
169,BAILa2014a_000449,1370,218
170,BAILa2014a_000449,1257,218
171,BAILa2014a_000449,21,264
172,BAILa2014a_000449,49,265
0,BAILa2014a_000458,1498,1227
1,BAILa2014a_000458,1389,943
2,BAILa2014a_000458,681,1466
3,BAILa2014a_000458,619,1017
4,BAILa2014a_000458,137,861
5,BAILa2014a_000458,130,668
6,BAILa2014a_000458,514,584
7,BAILa2014a_000458,307,517
8,BAILa2014a_000458,48,593
9,BAILa2014a_000458,1045,784
10,BAILa2014a_000458,1282,642
11,BAILa2014a_000458,1703,633
12,BAILa2014a_000458,1647,845
13,BAILa2014a_000458,1971,596
14,BAILa2014a_000458,1743,486
15,BAILa2014a_000458,1566,514
16,BAILa2014a_000458,1384,600
17,BAILa2014a_000458,1315,377
18,BAILa2014a_000458,1054,361
19,BAILa2014a_000458,754,459
20,BAILa2014a_000458,551,419
21,BAILa2014a_000458,225,396
22,BAILa2014a_000458,479,386
23,BAILa2014a_000458,581,277
24,BAILa2014a_000458,314,237
25,BAILa2014a_000458,51,305
26,BAILa2014a_000458,251,324
27,BAILa2014a_000458,414,247
28,BAILa2014a_000458,125,270
29,BAILa2014a_000458,695,277
30,BAILa2014a_000458,130,351
31,BAILa2014a_000458,856,363
32,BAILa2014a_000458,940,232
33,BAILa2014a_000458,619,244
34,BAILa2014a_000458,740,204
35,BAILa2014a_000458,530,232
36,BAILa2014a_000458,737,344
37,BAILa2014a_000458,493,235
38,BAILa2014a_000458,833,244
39,BAILa2014a_000458,651,228
40,BAILa2014a_000458,1031,176
41,BAILa2014a_000458,1214,197
42,BAILa2014a_000458,1100,193
43,BAILa2014a_000458,1468,300
44,BAILa2014a_000458,1822,267
45,BAILa2014a_000458,1882,435
46,BAILa2014a_000458,2020,442
47,BAILa2014a_000458,2043,793
48,BAILa2014a_000458,1554,407
49,BAILa2014a_000458,1540,235
50,BAILa2014a_000458,1659,381
51,BAILa2014a_000458,1331,239
52,BAILa2014a_000458,1477,246
53,BAILa2014a_000458,1187,239
54,BAILa2014a_000458,1415,241
55,BAILa2014a_000458,1133,225
56,BAILa2014a_000458,1303,211
57,BAILa2014a_000458,1845,323
58,BAILa2014a_000458,1363,235
59,BAILa2014a_000458,1624,272
60,BAILa2014a_000458,1138,279
61,BAILa2014a_000458,1449,228
62,BAILa2014a_000458,1603,265
63,BAILa2014a_000458,1687,272
64,BAILa2014a_000458,1987,318
65,BAILa2014a_000458,1733,269
66,BAILa2014a_000458,1917,314
67,BAILa2014a_000458,1731,325
68,BAILa2014a_000458,1196,330
69,BAILa2014a_000458,1415,297
70,BAILa2014a_000458,1193,274
71,BAILa2014a_000458,963,269
72,BAILa2014a_000458,1235,228
73,BAILa2014a_000458,772,281
74,BAILa2014a_000458,542,316
75,BAILa2014a_000458,1587,1124
76,BAILa2014a_000458,1815,933
77,BAILa2014a_000458,1859,679
78,BAILa2014a_000458,1692,714
79,BAILa2014a_000458,1296,723
80,BAILa2014a_000458,1007,728
81,BAILa2014a_000458,737,781
82,BAILa2014a_000458,924,726
83,BAILa2014a_000458,598,756
84,BAILa2014a_000458,868,1163
85,BAILa2014a_000458,25,977
86,BAILa2014a_000458,300,393
87,BAILa2014a_000458,16,386
88,BAILa2014a_000458,391,349
89,BAILa2014a_000458,656,395
90,BAILa2014a_000458,612,365
91,BAILa2014a_000458,816,395
92,BAILa2014a_000458,723,572
93,BAILa2014a_000458,1079,516
94,BAILa2014a_000458,602,579
95,BAILa2014a_000458,1175,518
96,BAILa2014a_000458,1475,439
97,BAILa2014a_000458,1301,446
98,BAILa2014a_000458,965,376
99,BAILa2014a_000458,1261,374
100,BAILa2014a_000458,1605,390
101,BAILa2014a_000458,2013,395
102,BAILa2014a_000458,1380,388
103,BAILa2014a_000458,1955,388
104,BAILa2014a_000458,1550,351
105,BAILa2014a_000458,1789,542
106,BAILa2014a_000458,1982,488
107,BAILa2014a_000458,1854,374
108,BAILa2014a_000458,1131,383
109,BAILa2014a_000458,761,544
110,BAILa2014a_000458,819,323
111,BAILa2014a_000458,302,328
112,BAILa2014a_000458,72,323
113,BAILa2014a_000458,484,311
114,BAILa2014a_000458,174,316
115,BAILa2014a_000458,16,321
116,BAILa2014a_000458,284,272
117,BAILa2014a_000458,898,253
118,BAILa2014a_000458,1084,300
119,BAILa2014a_000458,868,262
120,BAILa2014a_000458,854,488
121,BAILa2014a_000458,370,304
122,BAILa2014a_000458,14,302
123,BAILa2014a_000458,1489,532
124,BAILa2014a_000458,1715,400
125,BAILa2014a_000458,1317,293
126,BAILa2014a_000458,979,307
127,BAILa2014a_000458,1259,262
128,BAILa2014a_000458,1759,376
129,BAILa2014a_000458,2027,516
130,BAILa2014a_000458,1575,300
131,BAILa2014a_000458,1021,328
132,BAILa2014a_000458,784,509
133,BAILa2014a_000458,349,260
134,BAILa2014a_000458,1477,344
135,BAILa2014a_000458,1927,402
136,BAILa2014a_000458,1689,337
137,BAILa2014a_000458,2022,325
138,BAILa2014a_000458,1052,235
139,BAILa2014a_000458,863,228
140,BAILa2014a_000458,616,314
141,BAILa2014a_000458,796,248
142,BAILa2014a_000458,514,274
143,BAILa2014a_000458,104,381
144,BAILa2014a_000458,470,267
145,BAILa2014a_000458,41,251
146,BAILa2014a_000458,586,232
147,BAILa2014a_000458,425,307
148,BAILa2014a_000458,719,244
149,BAILa2014a_000458,1387,276
150,BAILa2014a_000458,1778,283
151,BAILa2014a_000458,1622,311
152,BAILa2014a_000458,1866,295
153,BAILa2014a_000458,1955,321
154,BAILa2014a_000458,197,267
155,BAILa2014a_000458,174,255
156,BAILa2014a_000458,144,288
157,BAILa2014a_000458,668,248
158,BAILa2014a_000458,1021,272
159,BAILa2014a_000458,695,339
160,BAILa2014a_000458,1519,272
161,BAILa2014a_000458,1712,295
162,BAILa2014a_000458,2027,356
163,BAILa2014a_000458,1650,342
164,BAILa2014a_000458,1075,404
0,BAILa2014a_000460,692,1232
1,BAILa2014a_000460,58,1032
2,BAILa2014a_000460,1181,783
3,BAILa2014a_000460,1431,604
4,BAILa2014a_000460,1677,529
5,BAILa2014a_000460,1397,399
6,BAILa2014a_000460,1392,1069
7,BAILa2014a_000460,1803,986
8,BAILa2014a_000460,1695,900
9,BAILa2014a_000460,1716,711
10,BAILa2014a_000460,1965,809
11,BAILa2014a_000460,2030,498
12,BAILa2014a_000460,781,681
13,BAILa2014a_000460,564,638
14,BAILa2014a_000460,462,608
15,BAILa2014a_000460,903,679
16,BAILa2014a_000460,992,500
17,BAILa2014a_000460,1254,502
18,BAILa2014a_000460,1553,470
19,BAILa2014a_000460,1581,466
20,BAILa2014a_000460,771,453
21,BAILa2014a_000460,2018,1238
22,BAILa2014a_000460,683,1443
23,BAILa2014a_000460,911,1057
24,BAILa2014a_000460,188,933
25,BAILa2014a_000460,108,583
26,BAILa2014a_000460,9,746
27,BAILa2014a_000460,247,518
28,BAILa2014a_000460,64,470
29,BAILa2014a_000460,186,409
30,BAILa2014a_000460,295,401
31,BAILa2014a_000460,1063,675
32,BAILa2014a_000460,513,531
33,BAILa2014a_000460,470,415
34,BAILa2014a_000460,773,579
35,BAILa2014a_000460,868,480
36,BAILa2014a_000460,1165,594
37,BAILa2014a_000460,1055,750
38,BAILa2014a_000460,1321,575
39,BAILa2014a_000460,1277,419
40,BAILa2014a_000460,1295,319
41,BAILa2014a_000460,1577,675
42,BAILa2014a_000460,1583,856
43,BAILa2014a_000460,1557,1057
44,BAILa2014a_000460,1890,750
45,BAILa2014a_000460,1762,612
46,BAILa2014a_000460,1726,531
47,BAILa2014a_000460,1835,535
48,BAILa2014a_000460,1943,460
49,BAILa2014a_000460,2034,427
50,BAILa2014a_000460,527,346
51,BAILa2014a_000460,641,405
52,BAILa2014a_000460,669,354
53,BAILa2014a_000460,675,293
54,BAILa2014a_000460,588,346
55,BAILa2014a_000460,631,332
56,BAILa2014a_000460,15,382
57,BAILa2014a_000460,1468,358
58,BAILa2014a_000460,1579,319
59,BAILa2014a_000460,1872,474
60,BAILa2014a_000460,1915,360
61,BAILa2014a_000460,2014,348
62,BAILa2014a_000460,1872,344
63,BAILa2014a_000460,1787,388
64,BAILa2014a_000460,1350,317
65,BAILa2014a_000460,1222,319
66,BAILa2014a_000460,1163,407
67,BAILa2014a_000460,1078,397
68,BAILa2014a_000460,1021,437
69,BAILa2014a_000460,1002,358
70,BAILa2014a_000460,854,378
71,BAILa2014a_000460,797,346
72,BAILa2014a_000460,744,309
73,BAILa2014a_000460,732,401
74,BAILa2014a_000460,108,368
75,BAILa2014a_000460,60,342
76,BAILa2014a_000460,58,291
77,BAILa2014a_000460,23,289
78,BAILa2014a_000460,92,279
79,BAILa2014a_000460,151,260
80,BAILa2014a_000460,228,327
81,BAILa2014a_000460,222,260
82,BAILa2014a_000460,184,273
83,BAILa2014a_000460,145,311
84,BAILa2014a_000460,271,281
85,BAILa2014a_000460,293,313
86,BAILa2014a_000460,338,301
87,BAILa2014a_000460,318,277
88,BAILa2014a_000460,322,222
89,BAILa2014a_000460,358,224
90,BAILa2014a_000460,391,234
91,BAILa2014a_000460,399,275
92,BAILa2014a_000460,381,327
93,BAILa2014a_000460,480,323
94,BAILa2014a_000460,436,293
95,BAILa2014a_000460,444,238
96,BAILa2014a_000460,494,275
97,BAILa2014a_000460,545,287
98,BAILa2014a_000460,511,236
99,BAILa2014a_000460,578,250
100,BAILa2014a_000460,598,226
101,BAILa2014a_000460,600,281
102,BAILa2014a_000460,627,260
103,BAILa2014a_000460,653,250
104,BAILa2014a_000460,696,248
105,BAILa2014a_000460,720,224
106,BAILa2014a_000460,742,246
107,BAILa2014a_000460,767,271
108,BAILa2014a_000460,803,273
109,BAILa2014a_000460,828,248
110,BAILa2014a_000460,901,313
111,BAILa2014a_000460,956,338
112,BAILa2014a_000460,1047,291
113,BAILa2014a_000460,1185,230
114,BAILa2014a_000460,850,228
115,BAILa2014a_000460,880,234
116,BAILa2014a_000460,905,262
117,BAILa2014a_000460,974,283
118,BAILa2014a_000460,1000,228
119,BAILa2014a_000460,1126,299
120,BAILa2014a_000460,1049,195
121,BAILa2014a_000460,1092,234
122,BAILa2014a_000460,1116,220
123,BAILa2014a_000460,1392,279
124,BAILa2014a_000460,1301,264
125,BAILa2014a_000460,1336,246
126,BAILa2014a_000460,1482,240
127,BAILa2014a_000460,1433,244
128,BAILa2014a_000460,1642,240
129,BAILa2014a_000460,1577,228
130,BAILa2014a_000460,1545,246
131,BAILa2014a_000460,1520,234
132,BAILa2014a_000460,1642,360
133,BAILa2014a_000460,1581,395
134,BAILa2014a_000460,1671,409
135,BAILa2014a_000460,1817,443
136,BAILa2014a_000460,1760,277
137,BAILa2014a_000460,1754,384
138,BAILa2014a_000460,1703,403
139,BAILa2014a_000460,1301,291
140,BAILa2014a_000460,1752,342
141,BAILa2014a_000460,1697,354
142,BAILa2014a_000460,1974,390
143,BAILa2014a_000460,2039,382
144,BAILa2014a_000460,1894,305
145,BAILa2014a_000460,1825,325
146,BAILa2014a_000460,1768,321
147,BAILa2014a_000460,1821,283
148,BAILa2014a_000460,1945,327
149,BAILa2014a_000460,1984,325
150,BAILa2014a_000460,931,218
151,BAILa2014a_000460,945,254
152,BAILa2014a_000460,1183,283
153,BAILa2014a_000460,1612,315
154,BAILa2014a_000460,1665,313
155,BAILa2014a_000460,1632,287
156,BAILa2014a_000460,1884,392
157,BAILa2014a_000460,1799,293
158,BAILa2014a_000460,1518,293
0,BAILa2014a_000466,1918,336
1,BAILa2014a_000466,1468,359
2,BAILa2014a_000466,1556,465
3,BAILa2014a_000466,1350,324
4,BAILa2014a_000466,1346,468
5,BAILa2014a_000466,1408,245
6,BAILa2014a_000466,1197,287
7,BAILa2014a_000466,956,356
8,BAILa2014a_000466,711,493
9,BAILa2014a_000466,989,373
10,BAILa2014a_000466,790,486
11,BAILa2014a_000466,1024,366
12,BAILa2014a_000466,651,479
13,BAILa2014a_000466,1040,347
14,BAILa2014a_000466,815,526
15,BAILa2014a_000466,667,326
16,BAILa2014a_000466,556,394
17,BAILa2014a_000466,463,753
18,BAILa2014a_000466,637,387
19,BAILa2014a_000466,470,864
20,BAILa2014a_000466,657,368
21,BAILa2014a_000466,104,808
22,BAILa2014a_000466,549,340
23,BAILa2014a_000466,238,507
24,BAILa2014a_000466,574,308
25,BAILa2014a_000466,373,447
26,BAILa2014a_000466,544,301
27,BAILa2014a_000466,384,354
28,BAILa2014a_000466,88,433
29,BAILa2014a_000466,340,324
30,BAILa2014a_000466,99,352
31,BAILa2014a_000466,305,308
32,BAILa2014a_000466,748,273
33,BAILa2014a_000466,379,266
34,BAILa2014a_000466,152,345
35,BAILa2014a_000466,328,278
36,BAILa2014a_000466,39,336
37,BAILa2014a_000466,359,243
38,BAILa2014a_000466,23,382
39,BAILa2014a_000466,671,278
40,BAILa2014a_000466,1783,440
41,BAILa2014a_000466,1350,412
42,BAILa2014a_000466,1584,333
43,BAILa2014a_000466,1390,368
44,BAILa2014a_000466,1763,287
45,BAILa2014a_000466,1867,704
46,BAILa2014a_000466,1959,892
47,BAILa2014a_000466,1955,1045
48,BAILa2014a_000466,1536,903
49,BAILa2014a_000466,1881,899
50,BAILa2014a_000466,1675,959
51,BAILa2014a_000466,1793,885
52,BAILa2014a_000466,1329,1160
53,BAILa2014a_000466,1816,977
54,BAILa2014a_000466,926,1133
55,BAILa2014a_000466,1123,792
56,BAILa2014a_000466,868,394
57,BAILa2014a_000466,915,271
58,BAILa2014a_000466,808,326
59,BAILa2014a_000466,1107,255
60,BAILa2014a_000466,1079,248
61,BAILa2014a_000466,261,315
62,BAILa2014a_000466,1223,324
63,BAILa2014a_000466,1779,405
64,BAILa2014a_000466,1315,268
65,BAILa2014a_000466,1262,250
66,BAILa2014a_000466,1285,268
67,BAILa2014a_000466,1807,526
68,BAILa2014a_000466,1969,456
69,BAILa2014a_000466,1661,398
70,BAILa2014a_000466,1524,546
71,BAILa2014a_000466,991,252
72,BAILa2014a_000466,2034,384
73,BAILa2014a_000466,1823,268
74,BAILa2014a_000466,1966,312
75,BAILa2014a_000466,1786,273
76,BAILa2014a_000466,2029,333
77,BAILa2014a_000466,1929,433
78,BAILa2014a_000466,1735,257
79,BAILa2014a_000466,1867,394
80,BAILa2014a_000466,1698,319
81,BAILa2014a_000466,1997,380
82,BAILa2014a_000466,1772,352
83,BAILa2014a_000466,1624,234
84,BAILa2014a_000466,1827,336
85,BAILa2014a_000466,1860,577
86,BAILa2014a_000466,1561,268
87,BAILa2014a_000466,1464,185
88,BAILa2014a_000466,1461,458
89,BAILa2014a_000466,1580,567
90,BAILa2014a_000466,1695,266
91,BAILa2014a_000466,1524,250
92,BAILa2014a_000466,1302,220
93,BAILa2014a_000466,1262,382
94,BAILa2014a_000466,1533,338
95,BAILa2014a_000466,1292,607
96,BAILa2014a_000466,1401,322
97,BAILa2014a_000466,1211,748
98,BAILa2014a_000466,1352,919
99,BAILa2014a_000466,875,250
100,BAILa2014a_000466,1035,220
101,BAILa2014a_000466,917,336
102,BAILa2014a_000466,1218,206
103,BAILa2014a_000466,942,245
104,BAILa2014a_000466,1121,222
105,BAILa2014a_000466,829,250
106,BAILa2014a_000466,1216,248
107,BAILa2014a_000466,792,389
108,BAILa2014a_000466,1158,324
109,BAILa2014a_000466,1030,287
110,BAILa2014a_000466,1160,243
111,BAILa2014a_000466,1649,299
112,BAILa2014a_000466,1897,310
113,BAILa2014a_000466,1600,292
114,BAILa2014a_000466,868,308
115,BAILa2014a_000466,732,419
116,BAILa2014a_000466,701,264
117,BAILa2014a_000466,602,338
118,BAILa2014a_000466,428,299
119,BAILa2014a_000466,662,241
120,BAILa2014a_000466,458,375
121,BAILa2014a_000466,623,287
122,BAILa2014a_000466,458,243
123,BAILa2014a_000466,759,234
124,BAILa2014a_000466,528,250
125,BAILa2014a_000466,727,238
126,BAILa2014a_000466,581,229
127,BAILa2014a_000466,743,343
128,BAILa2014a_000466,572,268
129,BAILa2014a_000466,778,292
130,BAILa2014a_000466,1093,324
131,BAILa2014a_000466,885,484
132,BAILa2014a_000466,618,588
133,BAILa2014a_000466,305,540
134,BAILa2014a_000466,264,396
135,BAILa2014a_000466,203,595
136,BAILa2014a_000466,92,299
137,BAILa2014a_000466,308,220
138,BAILa2014a_000466,213,319
139,BAILa2014a_000466,48,299
140,BAILa2014a_000466,206,252
141,BAILa2014a_000466,16,275
142,BAILa2014a_000466,259,257
143,BAILa2014a_000466,222,783
144,BAILa2014a_000466,600,954
145,BAILa2014a_000466,757,808
146,BAILa2014a_000466,1218,1353
147,BAILa2014a_000466,69,278
148,BAILa2014a_000466,1362,241
149,BAILa2014a_000466,203,384
150,BAILa2014a_000466,134,273
151,BAILa2014a_000466,618,238
152,BAILa2014a_000466,792,245
153,BAILa2014a_000466,1862,289
154,BAILa2014a_000466,2038,458
0,BAILa2014a_000469,1528,1089
1,BAILa2014a_000469,969,1235
2,BAILa2014a_000469,1946,1274
3,BAILa2014a_000469,1295,1041
4,BAILa2014a_000469,969,1033
5,BAILa2014a_000469,693,1168
6,BAILa2014a_000469,346,1428
7,BAILa2014a_000469,224,906
8,BAILa2014a_000469,574,710
9,BAILa2014a_000469,1623,999
10,BAILa2014a_000469,1825,983
11,BAILa2014a_000469,1602,869
12,BAILa2014a_000469,1899,919
13,BAILa2014a_000469,1719,896
14,BAILa2014a_000469,1835,816
15,BAILa2014a_000469,1631,623
